name,look,smell,taste,feel,review
Red Dog,1.5,1.5,1.25,1.25,"God awful brewski. If you want a headache and the shits, this is the beer for you. Only suitable for your guests whom you want to get rid of, or get even with. This is NOT the 'Nectar of the Gods'. I've been throwin' 'em down the hatch for many years, and this has got to be right up their with worst.Dec 28, 2015"
Red Dog,3.0,2.0,2.5,4.0,"Pours a slightly golden color with a thin lace of head. Slightly sweet adjunct aromas. Not much taste, but not really any adjunct flavor either. Goes down quite smooth, slightly dry. I reviewed this poured in a glass, but I'm giving this a 5 for overall, because for some reason it's much better out of the can and it's the only good macro/adjunct beer I like.Sep 18, 2015"
Red Dog,3.0,2.5,2.75,3.5,"Not terrible; less sweet than typical BMC swill. Still certainly hop-barren and slightly over-sweet, but pretty drinkable. The drinkable but almost full mouthfeel is actually one if this beer's best qualities.Jun 28, 2015"
Red Dog,3.75,2.0,3.25,3.0,"Had this back in the day, and this may be one of the only macro adjuncts I've never reviewed. So I bought a six pack of cans for $4 and here we are. 

Appearance : Pale straw golden body, mostly transparent. The head is nice on this beer, and stays around awhile. I'm measuring two fingers, and eventually it dwindles down to a very foamy ring. Delicate and sparse lacing on the sides of the glass.

Aroma : Like any typical miller off-brand lager. Much like Milwaukee's Best. Lots of corn, chemical, clean water, faint hop leaf, skunk. 

Taste : It's actually not bad. A light baked grain flavor hits first, followed by some faint vegetal hop, and ends crisp and a little bready with biscuit and crust. It leaves a dried pilsner flavor on the palate. 

Mouthfeel : Light bodied, very carbonated, ends slightly pasty and dry. 

Overall : For $3.99 it's a decent beer. I wouldn't spend much more than that on it though. At this point to me it's better than High Life. It's got some toasted bread crust flavors and I like that. Try it, you might just like it.Mar 27, 2015"
Coedo Shiro,3.5,3.5,3.5,4.0,"Poured from 330mL bottle into a tulip. Bottled on 9/11/17.

Appearance: light golden hue with a relatively light haze for the style. Head is a finger of frothy white foam with moderate retention. Not too bad.

Smell: sweetish malt with a little bit of wheat character but not much of the banana/clove aroma that really charactertizes the style.

Taste: malty, again, with some wheat character but not really anything of the yeasty banana and clove flavor that makes the style so appealing. For a ""pale wheat ale"", it's pretty good, but for a ""German hefeweizen"", it's lacking a bit.

Mouthfeel: medium body with a good carbonation and creaminess.

Overall: this is not a bad beer by any means. But it lacks some of what makes a good German hefeweizen. I am still enjoying drinking this.Sep 10, 2019"
Coedo Shiro,3.0,3.5,3.25,2.5,"Poured into a small hefe glass. Head was thin and dissipated quickly. Slightly cloudy. Smells like a weak version of your classic Hefeweizen. Taste is unfortunately pretty weak too, with some notes of cloves and bananas. Feel is where this beer fails. Flat and thin on the front end. What happened to the carbonation? No aftertaste to speak of. Watery yet dry. I thought I’d give this a try because hey, it’s a Japanese take on a German classic. Nice try, Japan, but better stick to lagers.Jul 02, 2019"
Coedo Shiro,4.0,3.75,3.5,4.25,"Never heard of this beer or brewery before. Having it on-tap with lunch with my dad at Crossroads Cafe in 29 Palms, CA on our vacation. Served in a standard pint glass, this beer is a mostly cloudy/hazy, light golden color with a white head that's about an inch thick when first served to me. Head a fairly thick ring lining the inside of the glass along with some decent lacing. Some bready malts, wheat and certainly hints of banana and clove are present. A very similar flavor profile, with some bready malts, wheat and certainly hints of banana and clove and a trace of floral hops. Not at all a bad flavor profile, but the clove and banana were not pronounced enough for this style of beer. Has a crisp, yet smooth and slightly frothy, medium to full bodied mouth feel with moderate carbonation. Has a clean finish and a nice, slightly bready and wheaty aftertaste.

EricJun 21, 2019"
Coedo Shiro,3.75,3.75,3.75,3.75,"My local package stores has 5 or 6 imported German Hefeweizens. I've tried them all, I would say this Japanese product is as good as any of them, and better than some.May 19, 2018"
Coedo Shiro,3.0,4.25,4.25,4.25,"From Hiper Oriente. In Bavaria hefe glass. Playing Space Pilgrim Episode 4. Typical hefe very well executed in all aspects, just less foamy than usual but feels good. A pity its price (2.85€) and short size (33cl)Oct 23, 2017"
Coedo Shiro,3.25,4.0,3.75,3.25,"Got at Woodman's in Kenosha on a beer run to Wisconsin to find brewers with the good sense not to do business with the Illinois ABC. The haul always includes New Glarus and, this time, Coedo. My first from them.

Being brewers of rice and not malt, the longevity issue for Coedo is how well can they copy the German styles and stay stable enough to get from Japan to the Great Lakes. This hefe is more than OK and given its travel to the Midwest, probably above the average American crafters rendition. 

I must say its Looks are not promising, quickly goes flat and never really gets cloudy. But Smells make up for it; Coedo seems to know how to get those smells out of the yeast... not easy to copy banana and clove together. Taste come in good but not well; here too, it is a good copy. Feel falls a bit flat, thin and not lasting.

I will continue this analysis with the other two German styles I purchased.

8/8/20 Edited the above review. Three years later, I buy another copy.. also almost a year old. Still an enjoyable hefe-, but probably not one worth having a third time. But just in case, I will keep count over at UnTappd.Aug 21, 2017"
Coedo Shiro,4.0,4.0,3.5,3.0,"Poured from a 333 ml bottle, it appears a hazy unfiltered golden colour with plenty of white froth. The aromas detected are typical for a wheat ale, earthy and yeasty, bread and dough. Flavours are again typical of a hefeweizen, sweet malts with subtle hints of spices and fruits in the mix. golden, Light, refreshing brew for the weather!Jun 20, 2017"
Coedo Shiro,3.0,3.5,3.5,3.5,"30ml bottle poured into a 350ml beer glass.

Poured a dark, cloudy yellow. Not much of a head or lacing.

Nose - nIce aromas and failry typical of the style. Yeasty with bubble gum, cloves a hint of banana.

Palate - again, fairly typical. Quite complex but not too cloying or sticky with a hint of bitterness in the finish.

Fairly good mouth. Quite full and well rounded. 

I've been finding a lot of heffes a bit bland and/or cloying and sticky lately. I thought maybe I was just going off the style but this is very nice.

Overall, a very refreshing and sessionable heffe. Good exanple. 

Recommended.Mar 17, 2016"
Coedo Shiro,4.75,4.5,4.25,4.25,"Gotta swim against the tide a bit here, as this thing absolutely sang for me. Maybe it was having it fresh on draught. Maybe it was the killer seafood alongside, courtesy of Bear Flag Fish Co. Whatever the case, this was a delight to look at in the glass, a rim of white foam atop a glowing deep gold nectary body, rich with haze and irresistible effervescence. Nose is oodles of banana, with a touch of spice, almost ginger-like (but maybe my mind is making connections with the Japanese brewer there), light wheat twang that grows in stature as the glass wears on. Flavor is rich banana again, sweet, inviting, delicious. It maybe gets a touch too sweet as it goes, but this is a minor qualm. Body felt a-ok to me, appropriately bubbly, definitely wet rather than dry, but I thought that worked to its benefit, accentuating the decadence of the brew. Overall, this was a home run, and I'd love an encore to see if it holds up.Sep 10, 2015"
Coedo Shiro,2.0,3.75,3.5,3.5,"Pretty unacceptable head action for a hefeweizen; it hardly even appears. The body is an evenly, lightly hazed gold.

Smells very true to style, with a massive banana aroma (and some pineapple) with a bit of clove as well, although that comes through more in the flavor than the smell. What else to say? It's textbook. Fairly light, dry, low hop aroma and bitterness, and overall quite pleasant. But definitely not better than the German originals.Sep 05, 2015"
Coedo Shiro,4.0,3.75,3.5,3.0,"Thick golden cloud with a storm of yeast brewing within. Two fingers of melting whipped cream floats on top and disappears as on a hot day. Too dense to notice any carbonation.

Bananas, caramel and cloves are hinted with creme brûlée. 

Bananas, fresh apple cider and a hint of caramel make me go ""Wha what!!"" in contrast to first appearances.

Light watery body, moderate fine bubbled carbonation.

Proud to see this brewed in Asia. Just not an overwhelming representation of the style as done in Germany. Bought in Chiang Mai, drank July 12th, 2015.Jul 12, 2015"
Coedo Shiro,3.25,3.25,3.5,3.5,"Packaged on: 6/27/14.

Pours a murky light whitish-brown with a foamy tan head that settles to wisps of film on top of the beer. Small dots of lace slowly drip into the remaining beer on the drink down. Smell is subdued with some wheat, banana, and spice aromas. Taste is much the same with grain, caramel, banana, and spice flavors on the finish. There is a mild amount of spice bitterness on the palate with each sip. This beer has a lower level of carbonation with a slightly crisp and medium bodied mouthfeel. Overall, this is a pretty good beer with decent aromas, but the taste is slightly better in terms of traditional hefeweizen qualities.

Serving type: bottle.Nov 24, 2014"
Coedo Shiro,3.5,3.5,4.0,3.5,"A: Pours some dramatic bubbling effect at first, but ends in a 1/2 inch of bubbles that quickly dissipates to zero. The carbonation is very light, but very active. The golden yellow appearance has a beautiful slightly darker orange cloudy center in my glass. 

S: I taste a strong wheat beer, with banana, and clove. 

T: A great hefeweizen - strong flavors of banana, and clove, and wheat, i almost get a hint of a grapefruit at the end. 

M: Very thin and watery, but a refreshing and active amount of gentle carbonation. 

O: The taste of this beer is awesome, it's very enjoyable to taste, but the mouthfeel is way too watery. Aftertaste is a bit bitter, the other components aren't sweet enough to balance it out.Dec 04, 2013"
Coedo Shiro,3.0,4.0,4.0,3.0,"A: The beer is relatively clear dark yellow in color and has no visible carbonation. It poured with a ¼-finger high head that quickly dissipated, leaving only a thing collar around the edge of the glass and some wispy lacing on the surface.
S: There are moderate to strong aromas of bananas in the nose along with notes of bubble gum.
T: The taste is almost identical to the smell and has lots of flavors of bananas and bubble gum.
M: It feels light- to medium-bodied on the palate and has a low to moderate amount of carbonation.
O: This beer has a great smell and taste but is lacking in carbonation, particularly in the appearance.Oct 10, 2012"
Coedo Shiro,3.0,4.0,4.0,3.0,"A: Pours a lightly hazy medium golden yellow in color with some orange highlights and moderate amounts of visible carbonation. The beer has a quarter finger tall bubbly white head that quickly reduces to a couple of small patches of large bubbles and a thin ring at the edges of the glass. Light amounts of lacing are observed.

S: Moderate aromas of wheat, banana, clove, and lemon citrus. Lighter hints of bubblegum.

T: A really good tasting hefeweizen - moderately strong flavors of banana, clove, and wheat with a slightly ligher presence of lemon citrus.

M: Light to medium bodied with moderate to heavy amounts of gentle carbonation. Slightly thin/watery.

O: The smell and the taste of this beer are spot on for the style but the appearance and mouthfeel are not quite spot on... Very enjoyable and easy to drink, easily sessionable.Oct 07, 2012"
Coedo Shiro,4.0,4.0,4.0,4.0,"My second ever Japanese crafted beer. (Sapporo, Kirin and Asahi do not count!)

A: Nice cloudy straw colour. After two or three minutes the head vanishes.

S: Rubbery at first, but actually turns out to be very nice. Banana and spice.

T: Not half bad. Sweet, lots of banana but just on the right side of palatable/sickly. A bit more effervescence would take it a lot further, but the flavour is spot on. Not much bubblegum.

M: Body strength spot on but it's the flattest hefewiezen I've ever had, as in it's almost entirely flat, and I can't work out if I like that or not. Maybe not.

O: Very underrated, but again, I really feel it would benefit from some more effervescence. All in all good job, Coedo, but stop copying Chimay's label design!!!Aug 27, 2012"
Coedo Shiro,2.0,4.5,3.5,2.0,"Pours hazy straw with a small, quickly fading head.
Nose shows banana in large quantities along with doughy wheat and bubblegum. Impressive!
Flavours are not as mind-blowing, mainly just doughy wheat with a faint metallic finish.
Body seems watery.
Disappointing after that great aroma.Mar 14, 2012"
Coedo Shiro,3.0,2.5,2.5,3.0,"Drank from my Duvel Tulip

A - Pours the classic Heffe,cloudy hay like colour. Small White head that disappears quickly.

S - Small amounts of yeast and sticky bread

T - Up front some nice malty flavours but fades badly after that.

M - Medium body, sticky mouthfeel and a little watery. The carbonation is low.

O - Not the best Hefe and there are much better examplesMar 02, 2012"
Coedo Shiro,3.0,3.0,3.0,3.0,"A-Pours hazy light amber with a ring of eggshell white bubbles.

S-Cloves, white pepper, banana peels. Bubble gum sweetness.

T/M-Light/medium bodied with light, unobtrusive carbonation and a lingering bubblegum sweetness in the finish. A by the book hefeweizen. Could use some more aggressive prickly carbonation to bring out the pepper/clove flavors and cut the sweetness. 

O-An average interpretation of the style.Aug 11, 2011"
Coedo Shiro,2.5,3.0,3.5,3.0,"Poured from the bottle into a collins glass. Served a little colder than expected at the sushi joint I was at.

A cloudy off yellow/orange body. Head does not stay at all but is off white colored. It manages to maintain a collar throughout drinking but there is no head action on this beer whatsoever.

Bouquet is wheat and simple yeast, with chewy spice profile. Faint hint of ginger, but it seems like a wet beer is coming, not very dynamic. No sense of clove or banana.

Taste is a wet bodied and watery lemon, muted wheat and airy spritzy feeling. It certainly tastes like a Heffeweizen, but it's quite watery in mouthfeel.

Still overall this is pretty easy drinking, and depending on the price I could drink this compared to some other mass produced beers. There is certainly better for this style out there but I could have this again no problem.Mar 31, 2011"
Coedo Shiro,3.0,3.5,3.5,2.5,"Purchased from a Japanese supermarket in a unique bottle with creative letters raised on glass of the neck.

A - An average hay color. Some reasonable head, close to 1 finger. And even some continued carbonation. A slightly cloudy haze to the beer.

S - Also average for a Hefeweizen. Some sweet sour citrus yeast smells mixed with a splash of wheatyness.

T - Initial sour twang that you expect some faint fruity estery tones and a standard hop. A Hoegaarden clone.

M - A bit too loose, as is common in Japanese micro brews. Maybe a result of sugars or rice in the process.

D - This is a fine off the shelf Hefeweizen and pretty good for a larger Japanese micro brew. This is an attempt to compete with the recent popularity of Hoegaarden.Jan 16, 2010"
Coedo Shiro,3.5,3.5,3.0,3.0,"3cl bottle from a random Japanese market.

Pours a hazy golden-straw color with a one-finger off-white head and some sediment at the bottom.

Aroma is fairly typical for the style: wheat, yeast, banana, and citrus.

Flavor is wheaty and yeasty with banana, clove, and lemon. Something is a little weird on the finish - maybe this beer is less than fresh.

Fairly light body with a mild astringency on the palate.

Drinkability is above average. Overall this is a pretty average hefeweizen.Jan 02, 2010"
Damburger Export,3.75,3.0,2.0,3.5,"Poured from a pint can into a pint glass. 

A-Golden yellow lager, bubbly and carbonated; a nice white creamy 1/2 inch white head that shrunk to a creamy white surface along the top of the beer, which stuck around the whole time I nursed the beer. A lot of sticky lace left on the glass. 

S-Pretty standard for a lager; light, crisp, grainy, clean smelling sweet malt. Almost adjunct-esque but not too much. 

T-Initially going in was light, wet, and fresh. As I began swishing the beer on my palate I began to sense a strong metallic/irony flavor. I am not sure if it was suppose to be that way. The enjoy by date says 3/2014. The aftertaste left the metallic flavor in the back of my throat, along with some sweet malt, light spice from the hops, and perhaps some grains. As the beer warmed, the metallic taste dissipated a little...however, it never completely went away. I tasted a little spice, which would have been nice if the irony taste wasn't there. Also as the beer warmed the aftertaste was a little dry and perhaps a hint of clove spice. Disappointed overall with the taste. 

M-light, carbonated, and refreshing; nice body. Tasted like a better lager with more flavor. 

Overall, if the metallic/irony taste wasn't there I would have rated this beer higher. Too bad.Nov 07, 2013"
Damburger Export,3.0,2.5,2.5,2.5,"Poured from a 300 ml bottle. 
Pours a golden yellow colour, with minimal bubbles floating and a 2 finger white, soapy head that becomes just a line of foam on the surface of the beer a whil later.
It has a strong smell of malts and hops.
Taste is typical for a lager, but there are some traces of corn too, thankfully not very noticeable.
On the palate is medium carbonated and thin.
Not bad for your average lager, just one more beer out there.Feb 05, 2012"
Efes Pilsener,4.25,2.75,3.5,3.25,"00ml can into a tall glass. Code on bottom of can no help in determining age.

Looks very nice in the glass. Crystal clear golden yellow body with streams of carbonation. Bright white head lasts until halfway through, good scattered lacing initially.

Musty, moldy aroma. Quite unpleasant.

Fortunately, the aroma doesn't translate to the taste. Sweet and malty, a little grain, no discernable hop prescence. Decent carbonation level.

Mouth medium, finish slightly dry with a bit of an aftertaste.

Overall, looks good, tastes okay, other elements not so enjoyable.Aug 31, 2021"
Efes Pilsener,3.25,3.25,3.25,3.25,"Pours a clear golden color with a nice head and lacing
Aroma has slight malt and hop hints
The taste follows the nose with slight malt and hop flavors
A light bodied well carbonated crisp beer
A decent LagerJul 05, 2021"
Efes Pilsener,3.25,3.75,3.5,3.0,"The pour is straw yellow with a copious amount of carbonation bubble action going on in the dimple mug. The taste is cereal grains, corn, & some green bottle skunk. All in all, I'm glad that I was able to try a beer from Turkey but there was no date on the bottle. Cheers! B-Dec 14, 2020"
Efes Pilsener,3.5,2.0,3.0,3.25,"From a bottle, pours with a clear straw color, a white frothy head, and lots of effervescence. Whew, aroma is very like an adjunct beer (not a good thing) with whiffs of corn and metal. Taste is mostly malt forward with breadiness. There are light floral hops at the back end. Overall, this would be a fine beer ... after your first six, but I'd never hand this to a guest.Feb 02, 2020"
Efes Pilsener,3.25,2.75,3.75,3.5,"00ml bottle, bb in 8m.

Clear light golden colour, very thin head that disappears quickly, no lace. Bubbles rise from the bottom of the glass instead, almost as in a sparkling wine.

Non-assertive nose from the sweeter end of the Eurolager spectrum. The faintest hop notes, a dash of grain, but for some reason I am reminded of maize. Not very promising.

Taste is an improvement, there is a weak but clear sense of a diacetyl-type pilsener (which I like), so this is more a pilsener than a pils. Too bad hops are missing almost totally. There is the bitterness in the tail, clearer if you eat something sweetish (sampled in a Turkish restaurant). The carbonation is a distractor, being so sharpish and bringing a soapy element. 

As such, somewhat above average for a Euro lager. Fits very well with Turkish food based on this experience. The flavours of the food make the beer drier and the carbonation has the counterpoints to complete.Feb 01, 2020"
Efes Pilsener,3.75,3.75,3.75,3.75,"I had a draft of this at a Turkish restaurant in Chicago on New Year's eve...the last day of 2017. It was OK, but nothing spectacular. I'm not a fan of the style and this is not a remarkable example of the style. Higher score because of the food pairing.Jan 02, 2020"
Efes Pilsener,3.5,4.0,3.5,4.0,"(300 ml steinie bottle, tab crown, best before ENIG, lot 111; purchased cold single at Foodery, 10th & Pine... poured into a fluted goblet)

L: crystal-clear pale gold liquid; yes, a bit of dusty sediment snuck in, suspended; inch-high, bumpy pad of white foam... thin collar remains, only a few thin strands of lace

S: pungent herbal hop-forward punch, perhaps a touch of sulfur; underlying doughy malt lingers

T: bready malt base; grassy, spicy hop a bit on the decline, but adds a nice herbal bitterness on the back end; clean, dry aftertaste... subsequent sips reinforce a doughy malt foundation, slight golden bread crust settling in the wings, subtle spicy phenol at the back; flavors overall relatively rich

F: smooth, light-plus body; barely a sizzle going through... a little chew, but otherwise lovely, clean, mellow malt nectar; faint glow of warmth builds in the back

O: took a chance on this - my other option locally was a 6-pack sitting in a pile in the back room of Mr. Liquor, each bottle with a beard (c. 2014s?)... I do believe I had this once out of a green longneck, at least 10 years ago, swilled from the bottle (a common theme with many international pale lagers, first encounter)... despite apparent age, this wasn't half bad (1590)Oct 24, 2019"
Efes Pilsener,4.0,2.75,2.75,2.75,"From a bottle at Leziz in DC

Look: Clean and clear with a thin white head

Smell: Corny and sweet, maybe a hint of light floral hops.

Taste. Same as the smell. Just not a lot going on here besides the corn sweetness.

Feel: Crisp but not as clean as a pils should be. It comes of too sweet or the style.

Over: Not the worst beer I have ever had but not something i would look for again.Sep 30, 2019"
Efes Pilsener,3.25,2.75,2.75,3.0,"Bottled in a light green glass receptacle & purchased from budget supermarket Lidl
Pours a clear golden body body with decent enough white head
Aroma is corn cakes
Flavour is slight citrus & cream crackersJun 13, 2019"
Efes Pilsener,3.0,3.0,3.0,3.0,"$ 10.57(Including Tax and discount)/six-pack of 330 mL bottles ($ 0.172/oz) from Spec’s #100, DeZavala, San Antonio. Reviewed 3/7/19.
“BEST BEFORE DATE AND LOT NUMBER ETEG L 185” on back label. On shelf in store. Stored at 42 degrees and served at 42 degrees in a hand washed and dried Jester King snifter.
Appearance – 3.
Body – Yellow, clear, slight effervescence.
Head – Average (Maximum two cm, aggressive center pour), off-white, medium density, average retention, diminishing to a five mm ring fed by effervescence and a thin partial layer.
Lacing – None.
First pour – Light yellow (Nearly colorless), clear.
Aroma – 3 - Dimethylsulfide and other sulfury aromas.
Flavor – 3 - Bad. Grainy and miscellaneous sulfur compounds. No alcohol (5 % ABV), no dimethylsulfide, no diacetyl.
Palate – 3 – Thin, watery, lively carbonation.
Impression and interpretation – 3 – Very average AAL, nothing like a pilsner.Mar 07, 2019"
Efes Pilsener,4.5,3.5,4.0,4.0,"30 ml bottle into lager glass, unknown bottle code ETEF. Pours crystal clear medium golden yellow color with a 1 finger dense and rocky white head with fantastic retention, that reduces to a nice cap that lasts. Nice dense soapy lacing clings down the glass, with as fair amount of streaming carbonation. Aromas of cracker, white bread dough, lightly toasted biscuit, light pepper, and herbal/floral/grassy earthiness. A bit of skunky aromas, that dissipate through the glass, not overwhelming. Nice aromas with pale malts and light-moderate earthy hop notes; with good strength. Taste of cracker, white bread dough, lightly toasted biscuit, light pepper, and herbal/floral/grassy earthiness. Light-moderate herbal, floral, grassy, spicy bitterness on the finish. Lingering notes of cracker, white bread dough, lightly toasted biscuit, pepper, and herbal/floral/grassy earthiness on the finish for a good bit. Very nice robustness and balance of pale malts and light-moderate earthy hop flavors; with a great malt/bitterness balance, and no astringent flavors after the finish. Moderately crisp/clean finishing. Perfectly clean on lager flavors, with no fruity/yeasty notes present. Light-moderate increasing dryness from lingering bitterness. Medium carbonation and light-medium body; with a very smooth and moderately bready/grainy/sticky balanced mouthfeel that is great. Zero warming alcohol as expected of 5%. Overall this is a very good Euro pale lager. All around nice robustness and balance of pale malts and light-moderate earthy hop flavors; very smooth, crisp, clean, and refreshing to drink with the modestly bitter/drying finish. Very flavorful and not watery for the ABV. Very clean pils malt showcase, with nice noble hop presence/balance for the style. If they used brown bottles, it might have even been better. A very enjoyable offering, and great style example.Sep 22, 2018"
Efes Pilsener,3.25,3.25,3.75,3.5,"It tastes much better than before after changing the recipe regarding to German purity law. And I guess they have higher standards now. It's a decent pilsener. I prefer to drink from old fashioned original fat brown bottles.Aug 25, 2018"
Efes Pilsener,3.0,3.5,3.0,4.0,"Poured from a single serve into a pils glass.

Pours a remarkably pale straw color with a quick rising (and just as quickly leaving) two-finger foamy head. An initial storm of big bubble gives way to lower carbonation. Looks like a typical AAL.

The aromas are much better than the look. There is an undeniable adjunct character, with plenty of grain, but not offputting, and other aromas including grass, lemon, honey and earthy notes appear.

The taste is a ""push"" of good and not so much. Surprisingly balanced with a pleasing sweetness mixed with a definite hop bitterness, but skews toward sour as the brew warms. Drink this one on the quick side.

The mouthfeel is pretty darn good though. Very light, crisp, and with more carbonation than I thought. 

Overall, one of the better Euros I've had, but that's about all I can say about it.Jul 07, 2018"
Efes Pilsener,3.5,3.0,3.0,2.75,"Pours a clear straw color with a half inch, poorly retained white head that left no lacing. Smells and tastes of grains, corn, grass, sweet malts and a hint of lemon. Light bodied and carbonated, fairly bitter especially as it warms. A Turkish AAL.May 13, 2018"
Efes Pilsener,4.75,3.5,3.5,3.5,"canned version brewed in Cologne, Germany

L:
-pours a clear straw golden with a medium to big,foamy,white head
-medium carbonation visible
S:
-sweet,herbal,earthy,honey,grassy
T:
-Follows the nose + lemon & grain
-medium bitterniss for the style
F:
-medium carbonation
-light to medium body
O:
The German Version i tried was a perfectly solid Pilsener.Jan 18, 2018"
Efes Pilsener,2.0,2.0,2.5,2.5,"This lager is straw-coloured with a light body and feel. It has a lower than average head and somewhat average, not particular taste. Though not particularly remarkable, it fills the ever-present role of the ""not very good but cheap and available"" beer that every country has, in this case for Turkey. I would call this the Turkish Carlsberg.Oct 07, 2017"
Efes Pilsener,3.0,2.75,2.75,3.0,"Thought I'd give this Turkish beer a try, and the first time I had it I really had a negative view of it. Tried it a second time and it was laid out that this is just not that good of a beer.

To start, it had a pretty skunky smell both times. The taste was pretty fruity and wasn't that enjoyable to me. The feel wasn't all that horrible but it did leave a pretty sticky aftertaste that I wasn't fond of.Oct 03, 2017"
Efes Pilsener,3.0,2.5,3.5,3.25,"From a 33cl bottle. Light amber color with a lacing of bubbles. Skunky smell at first, some sweet grain afterwards. Medium feel, heavy carbonation. Not much taste, but there's a base of sweet malt and a lingering warm feeling. A check mark for Turkey on my list, but pretty average otherwise.Aug 21, 2017"
Efes Pilsener,3.0,2.0,2.5,2.5,"A close second to Carlsberg Elephant for the worst beer I have ever had. Skunky, lightstuck, metallic, the list goes on. Stay away from this and green bottlesAug 14, 2017"
Efes Pilsener,3.25,3.0,3.0,3.25,"0ml bottle poured into a pint glass.

Crystal clear golden color, it tops with a finger of foamy white head that stands for a while before sinking to some bubble patch atop and leaving slight lacing.

In a nose, sweet corn, grain, bread, sulfur, and some earth.

Through the palate, it is just like the aroma, no real bitterness with slight grain sourness.

Light body with sharp carbonation, the feeling is crisp and refreshing with a clean finish.

Like an adjunct for me not a pils. Obviously corny and grain.Jul 21, 2017"
Efes Pilsener,4.0,3.0,3.0,4.0,"From Festival de las Naciones. In Teku glass. At dinner, with San Jacobo. Pretty dcent for an industrial lager. Not much taste, of course, but nothing unpleasant nor out of place, and refreshingJul 04, 2017"
Efes Pilsener,4.0,4.5,4.25,4.75,"Need to start my review with the conclusion: this is a very good beer. Didn't know what to expect and it fulfilled all that it could.
It is a Pilsener however closer to an American adjunct but rich, rich in hops and malts. 
Its smell reminds me a bit of Carlsberg, at least the hoppiness of a non-Czech pilsener. The taste is even more so, although light but still offers a round, full taste - a tiny bit of dry bitterness lingers on the palate in the end.
Very refreshing and easy to drink and the added CO2 is not strong either, very fine bubbly that just helps the beer to be backed down one after the other - because this is how this beer feels, something you drink for pleasure especially on hot summer days and nights, by the sea, with barbecue or grilled meat, ""the Mediterranean beer"" brings all of this.
Quite well done, a nice, decent light pilsener (read the bros' review if you don't believe me ;)May 14, 2017"
Efes Pilsener,4.5,2.75,3.0,2.75,"Pours a golden colored, clear beer with a bubbly, big white head.

Smells of sweet wheat, a hint of grass and a herbal freshness.

Has a very light body, very refreshing with a well fitting, higher carbonation.

Tastes of a sweet, toffee maltiness, coated up by wheat and a bubbly effervescence. Develops a short hop presence of dried herbs, together with a subtle, bitter peak. Finishes with a nice lingering dryness, balanced by toffee malts.

Solid, well balanced and very light Pilsener, which is definitely to be found on the sweeter end of things.Apr 10, 2017"
Efes Pilsener,4.0,3.5,4.0,3.5,"From the green 330 ml. bottle with the label stamped EMRE L76. Sampled on December 16, 2016.

The pour is golden yellow with a lingering white head. Busy carbonation.

This was one of the slightly skunked versions but not overwhelming. I still got a distinct sour dough, toasted bread, and grassy hop character in the aroma.

Light to medium body and smooth.

The taste has a forward white bread sour dough bread malt note but not as toasty as the aroma suggests. Clean, crisp, and grassy finish. Very easy to drink.Dec 16, 2016"
Efes Pilsener,3.0,3.0,3.25,2.75,"From the bottle in a snifter. This pils via a friend from work (Thanks Kevin) pours
a crystal clear yellow with a quickly dissipating head of white foam that goes
away FAST. Nose of sweet malts and medium strong grain notes. Flavors
follow the nose with sweet malts and grain notes with a touch of sourness
and herbal hops finishing lightly dry. Decent mouth feel but nothing to grab about
with low carbonation and clean finish. A Miller High Life brewed in Turkey---decent.Oct 05, 2016"
Leffe Blonde,4.0,3.25,3.0,3.25,"Golden color with a rich foamy off white head. Definite aroma of clove, fruity esters, and a hint of vanilla. Malt base smells slightly adjunct which leads me to believe this beer will taste low in character. Taste is a little flat with hints of vanilla and spice. The base beer just doesn't have the inviting quality of a good golden ale. Taste like an adjunct with flavors added.Friday at 02:17 AM"
Leffe Blonde,4.0,3.75,3.75,3.75,"330ml bottle into a pint glass. Best by 11/10/22, so plenty fresh. 

Looks pretty good in the glass. Dark golden yellow body. Big bubbly white head shrinks to a collar and covering, scattered lacing.

Spice and vanilla aroma, a hint of banana. A little boozy too.

On tasting, lightly sweet, vanilla more forward with a spiced ending. Abv apparent, seems just a little harsh.

Mouth between medium and full, finish full, a little bitey, on the sweet side.

Overall, a fair amount going on, certainly not a smooth beer. Happy to have tried it, wouldn't want a regular diet of it.Oct 03, 2021"
Leffe Blonde,4.0,4.0,4.0,4.0,"Golden color, high carbonation, some foam. On the malty side, quite sweet actually. Followed by some other flavors, somewhat bitter, perhaps hops or spices. My mouth not developed enough to say. After trying so many different style, nice to come back to a Belgian, always like them, this one included. Now i need to find the darker one.Sep 25, 2021"
Leffe Blonde,4.5,3.0,2.75,3.5,"Big frothy white head. Good retention. Maybe the most lacing I've ever seen. This is the reason it gets high marks for appearance. Yeasty nose, followed by the whiff of ethanol sharpness typical of Belgians, perhaps a hint of citrus. Taste follows the nose. Quite sweet. Biscuit malt, hint of citrus, followed by the ethanol, drying cloves and pepto bismol on the aftertaste. Mouthfeel is smoothish, but leaves the tongue sticky. Overall just okay. I'm not a big fan of the pepto bismol aftertaste.Aug 19, 2021"
Leffe Blonde,3.75,3.75,3.75,3.75,"Clear golden homie. White head. Lace.

Bananas, cloves, yeast. Wheat flavors. Reminds me of a German hefe but a Belgian version. Smooth, easy drinking. Soft feel. Bananas, clove, bubblegum finish.Aug 14, 2021"
